"","GSE91074_VEEV_vs_Control"
"110119",0.00351021218495251
"110135",0.00755379170425241
"110147",0.00234916177960344
"110157",0.00171382412395401
"110172",0.00227620613244776
"110173",0.00502931528750899
"110175",0.00597281329288767
"110196",0.00704654440934319
"110197",0.0455134592542044
"110198",0.00212595508921903
"110208",0.00575879489818009
"110213",0.00175564424215048
"110253",0.00404123689887173
"110265",0.00955508385213076
"110279",0.00475556570380895
"110304",0.00279630238942969
"110308",0.00156808307422653
"110310",0.00171947046498136
"110323",0.00153575812227707
"110326",0.0101043261849222
"110351",0.0118536286425334
"110355",0.00333472401668099
"110379",0.00203570299681499
"110382",0.0031412342276673
"110391",0.007568826254128
"110417",0.00310061017002772
"110446",0.00307088076611066
"110454",0.058005093219119
"110460",0.0069734299201958
"110521",0.00258450008321807
"110524",0.00404774165248347
"110532",0.00649090073157389
"110542",0.00238343929387289
"110595",0.0247374672021828
"110596",0.00459044492545037
"110606",0.00274196350680749
"110611",0.00517099633330561
"110639",0.00269930254362179
"110648",0.00626039045416919
"110651",0.0029762709282066
"110695",0.00222021320137025
"110749",0.00315459381166178
"110750",0.00313711859123897
"110751",0.00476567742800721
"110789",0.00463730503899999
"110796",0.00651351280403471
"110809",0.00429587027982041
"110816",0.00250583381750182
"110821",0.0122704986916625
"110826",0.00175162726521415
"110829",0.0035976526326898
"110834",0.00412715013289938
"110835",0.00893922443617431
"110842",0.00245839184984598
"110854",0.00259822401992357
"110855",0.0036043265976717
"110876",0.0181452784833168
"110877",0.0021430695139899
"110880",0.00229887560184894
"110891",0.00563748272702473
"110893",0.00351534766429621
"110902",0.00332344232186344
"110911",0.0131637370945808
"110935",0.0025298541192145
"110948",0.00416762153634131
"110956",0.0137124307480046
"110957",0.00328648785753508
"110958",0.0022268116875012
"110959",0.00228886485930846
"110960",0.00335901875043679
"110962",0.00307312521923397
"111173",0.0058562407041521
"111174",0.00417403105668476
"111175",0.00305615949203042
"111970",0.0118705679362332
"111975",0.00396411123322808
"112403",0.00215820924433932
"112405",0.00258415246397436
"112406",0.00138552872173822
"112407",0.00823708853956229
"112417",0.0035357063199267
"112418",0.0017067275326109
"11287",0.00178164266337731
"11298",0.00169232106857172
"11302",0.00278410519848791
"11303",0.00392094990018252
"11304",0.00604872969200933
"11305",0.00722257142240427
"11306",0.00416689147311559
"11307",0.00255393544763568
"11308",0.00357943550730131
"11350",0.0029460578285853
"11363",0.00654473204563023
"11364",0.00188234022159627
"11370",0.00227898285396833
"113846",0.00225872463650174
"113847",0.00388256489015238
"113848",0.00609830497821527
"113851",0.0051968043503466
"113852",0.00223331905101659
"113853",0.00378402596702516
"113854",0.00272821175739619
"113855",0.00219198513467073
"113856",0.0027063512149912
"113857",0.00184625554891344
"113859",0.00179814467755046
"113860",0.00331927721045234
"113862",0.0019817934121454
"113863",0.00184294976227386
"113864",0.00565528113632058
"113865",0.00209499764857306
"113868",0.00655367569736321
"11409",0.00192711631285422
"114128",0.00345381973816909
"114141",0.00519756328693814
"114142",0.00625932990277391
"114143",0.00225607162449083
"11416",0.00503501854967073
"11418",0.00317165730767587
"11421",0.00335775554119251
"114229",0.00390226707902518
"11423",0.0401915277024235
"114230",0.00195973858041795
"114249",0.00667517012726857
"114255",0.00274192545537406
"11426",0.00272391506647202
"11428",0.00264101805176077
"11429",0.00473709316821832
"11430",0.00140352900059527
"114301",0.0033390960221988
"114304",0.00242418577548411
"11431",0.00281098970412714
"11432",0.00374391868923906
"11433",0.0290007638272382
"114332",0.00515397367425507
"11434",0.0044635745532166
"11435",0.00310556029483653
"11438",0.0048433823019698
"11440",0.00467247347366282
"11441",0.00288730262132658
"11443",0.00272390600931875
"11444",0.0024805904290829
"11447",0.00238004105811943
"114479",0.00771467443230583
"11448",0.00204224397094938
"11449",0.00309204445925546
"11450",0.00322689109057882
"11451",0.00557180880932594
"114565",0.0020981242702717
"114566",0.00390625
"114570",0.00291352449077991
"114584",0.0186313714243377
"11459",0.0127529318928931
"114601",0.00827844096430208
"114602",0.00335614562131727
"114606",0.00293288482781445
"114615",0.00371020269887808
"11464",0.00176442206181487
"114640",0.00226600731364349
"114641",0.00175350136113129
"114642",0.00325218870291009
"114643",0.00607220213231072
"114644",0.00632206755214606
"114654",0.00353035343917088
"114660",0.00480382077178822
"114661",0.00272484241136443
"114662",0.00272961243889392
"114663",0.00284723388567658
"114664",0.00425660491433042
"114673",0.0024181681905603
"114674",0.0023443165939219
"114679",0.0133251239399705
"11468",0.00389117004716318
"11470",0.00280588711776534
"11471",0.00269102315359577
"114712",0.00131547155628339
"114713",0.00417602852121986
"114714",0.00314598002690471
"114715",0.00801157007657013
"114716",0.00251477101661141
"11472",0.0405461480843942
"11474",0.00196508576917849
"114741",0.00759255589672523
"11475",0.00626908607727258
"11477",0.00213079307720985
"11479",0.00262636629182218
"11480",0.00265933802681791
"11481",0.00285852625614138
"11482",0.00676024460367331
"11484",0.0201731653688228
"11486",0.0174748190252491
"114863",0.00186592192130459
"11487",0.00333578066776597
"114873",0.00365929549142124
"114874",0.00674385191447645
"114875",0.00403987281910867
"11488",0.00518284650585764
"114886",0.0134946088431476
"114889",0.0025143683788045
"11489",0.00516363907960303
"114893",0.00369438717654894
"114896",0.00322709549494779
"11490",0.00288050670521302
"11491",0.00692107447192942
"11492",0.00474215596041445
"11495",0.00276305144606396
"11496",0.00201874161158531
"11497",0.0029044408858697
"11499",0.00156918956652392
"11500",0.00209739771603578
"11501",0.0163662150897459
"11502",0.00363451456629112
"11504",0.00260943537342375
"11512",0.0024013671802495
"11513",0.0202599329567606
"11514",0.0201197913207453
"11515",0.009916278548666
"11516",0.0223719775001826
"11517",0.00372431047438031
"11518",0.00489422888890368
"11519",0.00707945529006313
"11520",0.0149294584655401
"11522",0.0031014146240377
"11529",0.00226571507586153
"11532",0.0020905694997218
"11534",0.00391305982441898
"11535",0.00500505423495433
"11536",0.00352924753388568
"11537",0.00669421487603306
"11539",0.00463193044558363
"11540",0.0142537101545382
"11541",0.00209477888696031
"11544",0.00120418494347979
"11545",0.00503390896830197
"11546",0.00319262450842999
"11548",0.00711047034424356
"115485607",0.00239098333493643
"115486481",0.00264624725308323
"115486898",0.0031247295688629
"11549",0.0022221212322547
"11551",0.005837233904186
"11552",0.00255384594535605
"11553",0.00620080093814508
"11554",0.013689493588559
"11555",0.00659581231254986
"11556",0.00201105192225918
"11564",0.00514307227299313
"11565",0.0131190160877656
"11566",0.00241533363276456
"11567",0.00320717127049736
"11568",0.00626959782517125
"11569",0.00254630447259931
"11571",0.00293101317510709
"11572",0.00248947000117041
"11576",0.00552027756469788
"11595",0.0123718489658144
"11596",0.00154439460944826
"11600",0.00462231321050641
"11601",0.0074714069598896
"11602",0.00192313394871311
"11603",0.00537730844890822
"11604",0.021948932970587
"11605",0.0109662180958832
"11606",0.0318654893553844
"11609",0.0162048100733695
"11610",0.00389311948317587
"11611",0.00253031164260006
"11614",0.00422465370981307
"11622",0.00462524395874928
"11624",0.00516764290379547
"11625",0.00232627867784659
"11628",0.00665240461192583
"11629",0.0226083870979809
"11630",0.0110554273264607
"11632",0.00254155166348548
"11634",0.004184949788223
"11636",0.00357578958136409
"11637",0.00460325019324613
"11639",0.0362354143359
"11640",0.0031706247129541
"11642",0.00232950616844439
"11643",0.00197325033141647
"11647",0.00220947591633766
"11648",0.0026669341540696
"11650",0.00291364012997219
"11651",0.00418799239099692
"11652",0.00442440783282438
"11655",0.00226757369614512
"11656",0.0596585289381062
"11657",0.00298791145988256
"11658",0.0087927593195272
"11666",0.00240962213994262
"11668",0.00784758497064572
"11669",0.00680159486339638
"11670",0.0043999863862037
"116701",0.0104162543558491
"11671",0.00233156373457441
"116732",0.00220875457600774
"116733",0.00127693418918489
"11674",0.0015392801524453
"116746",0.0031411948840616
"116748",0.00309141655788208
"11676",0.00710648639175931
"116810",0.00365392117656993
"116811",0.00286483060260298
"11682",0.0158262632549528
"116838",0.00800516224393449
"11684",0.00435932325769965
"116847",0.00871236727703485
"116848",0.00510377978182733
"11685",0.00166554131265163
"116852",0.00320268577524174
"11686",0.00610280421117585
"11687",0.00333340243692043
"116870",0.00214669193809554
"116871",0.00313511990458582
"116872",0.00332563619007345
"11688",0.00424503342379008
"116891",0.00515585412562996
"11690",0.00399388275023779
"116903",0.0689009754488833
"116904",0.0039759446760328
"116913",0.00223355423939759
"116914",0.00381791999104667
"11692",0.00189333903922953
"116939",0.00413991095478043
"11694",0.00311161774626385
"116940",0.00287982379948995
"11695",0.002496272829441
"11698",0.00205193999336938
"11699",0.00438814049506062
"117004",0.00428483664640645
"117005",0.00391563233190144
"11704",0.0019611687674763
"11705",0.00167624573743404
"117066",0.00206333814704851
"117109",0.00300656942074315
"117146",0.00359858102374921
"117147",0.00308925588411355
"117148",0.0227908028190679
"117149",0.00439240981639792
"117150",0.00708412279303283
"117158",0.00360889315519322
"117160",0.00843887633082718
"117167",0.013787136441764
"11717",0.00983017630741392
"117171",0.00247049629375424
"117172",0.00184521380772273
"117197",0.00138814825362921
"117198",0.00428970273182543
"11720",0.00216825074867649
"11722",0.0113812775171564
"11727",0.00871590270129066
"11731",0.00173611111111111
"11732",0.00205858436814719
"11733",0.0127122065246314
"11735",0.00317113907958893
"11736",0.00229461774642785
"11737",0.00684407775256943
"11739",0.00160064150362829
"11740",0.00277525564090627
"11744",0.0182921989265378
"11745",0.00855940824112706
"11746",0.025910821900175
"11747",0.00663565344425506
"11749",0.00354084715857744
"11750",0.00267467486312045
"11752",0.00266990893963412
"11754",0.00245904038501645
"11757",0.00334528731860005
"11758",0.00485053804826328
"117589",0.00282400612206248
"117590",0.00242380192133584
"117591",0.00425155081737738
"117592",0.00298000898591004
"117599",0.00354837785014161
"117600",0.00634507585668991
"117606",0.0284396050355637
"11761",0.00431053907949832
"11764",0.00140489999025955
"11765",0.00218889027190789
"11766",0.00326931916639377
"11767",0.0016337721564332
"11768",0.00250142646566448
"11769",0.00627192318829873
"11770",0.00311003680930663
"11771",0.00406451244801228
"11772",0.00462160121649291
"11773",0.00126964354936154
"11774",0.0031229528907145
"11775",0.00339018713460931
"11776",0.00116447923473962
"11777",0.00182853119940879
"11778",0.00255693735083109
"11781",0.00221198763157012
"11782",0.00230386152389828
"11783",0.00429799302287576
"11784",0.00708707676197208
"11785",0.00472461337202767
"11787",0.00287796623306625
"11789",0.00347259781169466
"11790",0.00651434135758026
"11792",0.00336438181111606
"11793",0.00294188048704584
"11796",0.00439227903866464
"11797",0.0027782525411787
"11798",0.00475049416457233
"11799",0.00771618399529677
"11800",0.00597359993011518
"11801",0.0029218407596786
"11803",0.00265672755685562
"11804",0.00714633801866705
"11806",0.00212543330739687
"11807",0.00248174874382548
"11808",0.00253812058021813
"11810",0.00496028714234735
"11811",0.00653627074993489
"11812",0.00740648916084499
"11814",0.0150968982318756
"11815",0.00802602778461426
"11816",0.00494248072526704
"11818",0.00388558771930409
"11819",0.019686928710254
"11820",0.00196815104514962
"11821",0.00234586391823897
"11826",0.0392245741271715
"11827",0.00353256249875808
"11828",0.00237260912570227
"11829",0.00719745958775164
"11830",0.00181541785874342
"11832",0.00268813967738493
"11833",0.00576578937357743
"11834",0.0038346105331662
"11835",0.00515864586568249
"11836",0.00397852737911551
"11838",0.0596638781179138
"11839",0.00240776167382906
"11840",0.00224648947847935
"11841",0.00371512423911846
