"","GSE51365_MVH68_WT_vs_Control","GSE51365_MVH68_M_vs_Control"
"67374",-0.6491,-0.0657
"67375",0.2907,0.1021
"67378",-0.772,0.6675
"67379",-0.528,-1.2001
"67381",0.6225,1.1645
"67382",-0.063925,0.085475
"67383",-0.8167,-0.9592
"67384",0.846466666666667,0.801266666666667
"67387",-0.6946,0.3267
"67388",-0.7488,-0.8247
"67389",-0.59415,-0.230275
"67390",-0.4435,0.2555
"67391",0.5006,1.49003333333333
"67392",0.4339,0.45945
"67393",-0.20685,-0.7647
"67395",1.2125,2.3531
"67397",0.7483,1.2979
"67398",-2.2847,-0.2925
"67399",-0.28555,-0.68605
"67402",0.0629,-0.485
"67405",-0.6524,0.3977
"67407",0.8119,1.5696
"67412",-0.059,-0.4301
"67414",0.45935,0.8591
"67416",-0.4788,-0.682966666666667
"67417",-0.217375,0.6044
"67418",-1.6537,-0.3242
"67419",0.9383,0.2103
"67420",0.04076,0.51632
"67422",0.6774,1.61673333333333
"67425",-0.57765,-1.0201
"67426",0.34315,-0.20305
"67427",1.02325,0.9271
"67429",-0.43685,0.10205
"67430",0.3108,0.0541
"67432",-1.6963,-1.8385
"67433",0.256475,0.1829
"67434",0.0415333333333334,0.0325666666666666
"67437",0.11685,1.79415
"67439",0.4819,-0.771566666666667
"67440",-0.7421,-1.0591
"67441",-0.3729,-0.3265
"67442",0.6501,-0.4924
"67443",-0.465875,-0.26225
"67444",-0.7207,-0.46265
"67445",-0.5492,-1.3415
"67446",-1.6394,-0.5325
"67448",0.279066666666667,0.694933333333333
"67451",1.56455,0.7278
"67452",-0.6154,0.33755
"67453",-0.17595,0.92375
"67454",0.10675,0.62115
"67455",0.2766,0.7124
"67456",-0.3968,0.458466666666667
"67457",-3.5644,-1.5515
"67458",-0.0242,-0.164066666666667
"67459",0.00549999999999999,-0.213366666666667
"67460",-0.39455,-0.2185
"67463",-0.9751,-0.88935
"67465",-0.5352,-0.6484
"67466",-0.7899,0.45795
"67467",-1.66985,-1.44005
"67468",1.20165,0.6123
"67469",0.41415,1.03865
"67470",-0.6165,-0.4372
"67471",-1.103,-1.247
"67472",-1.0386,0.2726
"67473",2.1898,2.5675
"67474",-0.1735,0.332966666666667
"67475",-0.2658,0.52935
"67477",0.82835,0.22565
"67480",-0.9686,-0.64725
"67483",-0.2039,0.4485
"67484",0.17395,0.65595
"67486",-0.9933,-0.6608
"67487",-2.0423,-0.523
"67488",0.18855,-0.52295
"67489",-0.9639,-0.8292
"67490",1.7429,4.9187
"67492",-1.1278,-0.4393
"67493",0.3423,0.7381
"67495",0.2507,0.563
"67498",0.6363,0.1327
"67500",0.0592,0.34505
"67501",0.1085,0.9014
"67503",-0.3265,0.089
"67504",-1.3544,0.4011
"67505",-0.5719,0.5653
"67507",1.6475,-0.1431
"67509",1.0983,-0.4234
"67510",-0.8272,0.3075
"67511",0.56975,0.21225
"67512",-1.3401,-2.0754
"67513",-0.61885,-0.0962
"67515",-1.9593,-0.9889
"67516",-0.0339,-0.0251
"67522",0.19965,0.4956
"67523",1.1713,1.3958
"67525",1.3681,0.8056
"67526",-0.4651,-0.21825
"67528",-0.4824,-0.204233333333333
"67529",1.3177,1.4367
"67530",0.43325,0.5453
"67532",0.8177,0.1071
"675325",0.8691,-0.0268
"67533",0.26155,0.42825
"67534",0.142733333333333,0.617233333333333
"67537",-1.0117,-1.7641
"67538",-1.8833,-1.1882
"67542",0.239,0.0405
"67543",0.0483,0.7008
"67544",-0.316566666666667,-0.537733333333334
"67547",2.2015,0.81795
"67548",-0.7952,-0.6212
"67549",-0.8003,-0.7448
"67550",-0.4381,0.0509
"67552",1.0047,1.0729
"67553",0.7046,1.1266
"67554",0.3248,0.6313
"67555",1.5717,0.1121
"67556",-0.6009,-0.3063
"67557",8.1171,0.3519
"67561",-0.733066666666667,-0.08
"67563",-1.0544,-1.5114
"67564",-0.8201,0.5518
"67568",1.1406,0.8545
"67569",0.3146,1.966
"67573",-0.1186,1.55485
"67574",-0.1418,-0.2093
"67575",-2.4669,-2.4085
"67576",2.7152,0.8473
"67578",0.7033,-0.6773
"67579",0.242566666666667,0.887466666666667
"67580",-0.7829,-0.5085
"67581",0.258966666666667,0.399
"675812",2.2031,0.3352
"67582",-0.32665,0.75355
"67585",0.3343,1.1928
"67586",-1.2735,-0.0491
"67587",-2.6945,-1.0933
"67588",-0.2915,-0.709675
"67589",1.2716,0.4402
"67590",-0.5996,-0.5601
"67591",-0.5377,-0.5037
"67592",0.1125,-0.6356
"67593",-0.54875,0.335
"67596",0.9835,1.1154
"67602",-0.5675,-0.7794
"67603",-0.1625,-0.1222
"67604",-0.60025,-0.7983
"67605",-0.20845,0.14475
"67606",1.1979,0.9399
"67607",1.3734,1.0114
"67608",-0.833166666666667,-0.4539
"67609",0.4746,0.5032
"67610",1.0183,0.59515
"67615",-0.3515,-0.44605
"67618",0.423075,1.088325
"67619",-0.8392,-0.169
"67620",-0.482425,-0.686075
"67621",1.2822,0.8401
"67622",-0.7097,-0.463
"67623",-1.27595,-0.172425
"67628",-1.2026,0.379
"67629",-1.5064,0.0295
"67630",0.279266666666667,-0.0945666666666666
"67634",-0.216,-0.3367
"67636",-0.0166,1.3881
"67637",-0.388,-1.7844
"67638",0.636,2.7856
"67639",-1.1703,-0.0763
"67640",-0.3136,0.3346
"67641",-1.2693,-0.6901
"67642",0.6814,-0.2877
"67645",0.114,0.1563
"67646",0.9028,0.384
"67647",-0.249375,-0.8827
"67648",-0.324,0.1965
"67652",2.0976,2.0976
"67653",-0.2609,-1.4839
"67655",-0.3561,-0.6594
"67656",1.3408,-0.0493
"67657",-0.12955,-0.5517
"67661",-0.746,-1.9893
"67663",-0.7917,-0.3935
"67664",0.2409,0.449
"67665",-0.30905,-0.346425
"67666",-0.8267,-0.5444
"67667",0.8736,4.1601
"67668",-0.7185,-0.855
"67669",0.9653,0.86145
"67671",2.1557,0.2874
"67672",1.1244,0.86495
"67673",-0.94865,-0.96245
"67674",0.5799,0.2154
"67675",-0.7467,-0.6317
"67676",0.5267,0.3328
"67678",-0.3874,1.0482
"67680",-1.1783,-0.4443
"67681",-1.0366,0.7369
"67683",3.4512,2.7506
"67684",0.5398,1.2154
"67685",-0.0264,-0.53765
"67687",-1.5322,-0.7965
"67689",-0.5229,-0.7102
"67690",0.6803,0.23515
"67692",-0.4,0.272
"67693",1.0558,0.9327
"67694",-0.4319,0.5978
"67698",-1.3333,0.0754
"67701",-0.9184,1.9477
"67702",0.3316,0.4668
"67703",1.9596,-0.1493
"67704",-1.5327,-0.6019
"67705",-1.1831,0.1396
"67706",-0.6295,-0.674
"67707",-1.7002,-0.2123
"67708",-0.19145,0.4717
"67709",-0.1314,-0.4712
"67710",0.016,1.1285
"67711",-0.62895,-0.442
"67712",-0.17,0.0555
"67713",0.79205,0.33075
"67715",-2.8978,-3.155
"67717",0.4976,1.6027
"67719",-0.7063,-0.0239
"67722",0.7247,0.3036
"67723",0.8979,0.7644
"67724",-0.4315,-1.676
"67725",-0.4675,0.043
"67726",0.64595,-0.04225
"67727",0.865175,0.109425
"67728",-1.4985,-0.9562
"67729",-0.3697,0.7449
"67731",0.4182,1.03323333333333
"67732",-2.09145,-0.98645
"67733",-0.3676,-0.5081
"67735",1.8463,1.4181
"67736",0.8521,2.8556
"67737",-0.8548,-1.1423
"67739",-1.5675,-1.7619
"67740",-0.3112,-0.7206
"67741",0.7224,0.9093
"67742",1.8722,2.4316
"67746",1.0227,0.8985
"67747",-0.6319,0.0571
"67748",-0.5763,0.5233
"67749",-0.4369,-0.2515
"67750",1.2195,0.7331
"67752",-1.488,0.4801
"67753",1.33083333333333,-0.3956
"67755",-1.2415,-1.025
"67758",-0.3248,-0.3966
"67759",-0.6592,-0.8847
"67760",-0.5084,0.19665
"67763",-1.5796,-1.3844
"67765",-0.8572,-0.5519
"67767",-0.5228,-0.2439
"67768",0.3779,0.5256
"67769",-0.9385,-0.395375
"67770",0.2757,-0.0682
"67771",0.4291,-0.0023
"67772",1.1816,0.98095
"67773",-0.055,0.0626
"67774",0.2838,-0.4566
"67775",2.49095,0.2603
"67776",1.5664,-0.02985
"67778",0.0264,0.5275
"67781",0.5862,0.13495
"67784",-0.1245,0.7022
"67785",0.316,-2.0116
"67788",0.3558,1.2192
"677884",0.078625,0.23445
"67789",-0.4513,-1.1318
"67790",0.2164,0.7629
"67791",-1.456,-3.0746
"67792",-2.8055,-2.0439
"67795",-1.4383,-0.3208
"67797",0.269966666666667,0.0273
"67800",0.1315,0.093
"67801",-0.3795,-0.4197
"67803",-0.511875,-0.776825
"67804",1.1457,1.7412
"67808",1.0419,-0.1086
"67809",-3.04115,-0.9854
"67811",-0.21415,-0.7895
"67812",0.319966666666667,0.0796333333333333
"67815",0.8429,-0.4738
"67819",-0.416175,-0.35425
"67821",-0.1783,-1.4719
"67824",0.403,-0.589133333333333
"67826",0.67075,0.60275
"67828",0.7541,0.5332
"67830",-0.7561,0.28305
"67832",0.4396,0.7106
"67834",-0.025875,0.97535
"67836",-2.1466,-1.5702
"67838",0.2149,0.767
"67839",-1.2234,-0.4262
"67840",0.048,0.0847
"67841",-0.3678,0.68185
"67842",-0.6337,-4.3802
"67843",-0.525866666666667,-0.8029
"67844",-0.933,-0.3901
"67845",0.4155,0.0119
"67846",0.9985,0.34485
"67847",-0.9793,0.20175
"67848",0.22465,-0.7074
"67849",-1.34405,0.15355
"67850",0.5932,1.2975
"67851",0.2358,0.2878
"67854",-0.6837,-0.6449
"67855",0.743,-0.3132
"67856",-0.8059,-1.5399
"67857",0.0889,1.1649
"67859",-0.8124,-1.6473
"67860",0.1422,-0.5828
"67861",0.3743,1.93135
"67862",-1.3048,-1.2132
"67863",0.6972,1.4494
"67864",0.18725,0.29745
"67865",-0.6327,1.2152
"67866",-0.1951,-0.4593
"67867",-0.98825,-0.38175
"67868",2.95886666666667,1.64413333333333
"67869",-0.3905,0.6918
"67870",-1.09655,-0.70005
"67871",-0.8417,0.4582
"67872",-0.50645,-0.0117
"67873",-0.2376,-0.5519
"67874",2.7005,2.3666
"67876",0.213,0.57535
"67877",-0.6177,0.026
"67878",-0.67124,0.43106
"67880",-0.189,-0.8102
"67881",0.7327,1.0655
"67883",0.177533333333333,-0.1784
"67884",-0.03985,0.2542
"67885",0.4253,-0.4442
"67886",0.627133333333333,0.2374
"67887",0.6053,0.7802
"67888",-1.8748,1.2132
"67889",-0.22595,-0.24835
"67890",-0.967825,0.407675
"67891",0.9015,0.8663
"67892",-0.5107,0.2269
"67893",-0.7256,-0.8117
"67894",-0.6826,1.0125
"67895",-1.186,-0.506
"67896",-1.73395,-0.8386
"67897",0.40915,0.15735
"67898",-0.6499,0.7501
"67899",0.1917,0.4908
"67900",1.109,0.9068
"67902",-0.3113,-0.28885
"67903",-0.141,0.8079
"67905",-0.8482,-1.1726
"67909",1.1679,1.2526
"67911",0.1373,-0.1682
"67912",0.00774999999999998,0.07685
"67914",0.1702,-0.2072
"67916",-0.44035,-0.61665
"67917",-1.07435,-0.5106
"67920",-1.5496,-1.6463
"67921",-0.5648,-0.0327
"67922",0.3475,0.60185
"67923",0.26315,0.853525
"67926",-1.839,0.5765
"67928",1.4867,0.5635
"67929",-2.3861,-0.1043
"67931",-0.8736,0.1319
"67932",-0.5714,0.1204
"67933",0.722366666666667,0.569666666666667
"67935",-0.421033333333333,-0.3744
"67936",-0.3823,1.3179
"67937",-0.5971,-0.5225
"67938",-1.5266,-1.5778
"67939",0.4143,0.0025
"67941",0.0832333333333334,0.509533333333333
"67942",0.011,-0.4274
"67943",0.9219,0.8448
"67944",-0.5811,-1.378
"67945",0.59855,0.1015
"67946",-1.28025,-0.7935
"67948",0.267066666666667,-0.166366666666667
"67949",-0.3039,-0.0845
"67951",1.172,1.3951
"67952",-0.55022,-0.02222
"67955",1.4439,1.6939
"67956",-0.214575,-0.529025
"67958",1.137975,0.8956
"67959",-0.2943,-0.919
"67963",-0.908233333333333,-0.9319
"67966",-0.7726,-0.8551
"67967",-0.3813,0.383566666666667
"67968",-0.3268,-0.009
"67969",-0.2178,0.3045
"67971",-1.011,-0.6458
"67972",1.82976666666667,0.1613
"67973",0.434,1.2722
"67974",0.435816666666667,0.560233333333333
"67976",-0.11775,-1.1538
"67978",-0.1642,-0.7185
"67979",0.6808,1.244
"67980",0.673133333333333,1.08846666666667
"67981",-1.1487,0.0513
"67983",-5.1884,-2.1004
"67984",-1.8665,-1.4673
"67988",-0.7923,1.52973333333333
"67991",0.314475,0.336625
"67993",-1.2791,-0.1159
"67994",-0.4059,-0.5509
"67996",0.22465,-0.00649999999999995
"67997",-0.9743,3.036
"67998",0.5372,0.749
"68001",-0.672633333333333,0.0233
"68002",-0.3275,0.7311
"68010",-0.9668,-0.7629
"68011",0.33275,0.4847
"68014",1.3473,0.7078
"68015",-0.9892,-0.94395
"68016",-2.0712,-0.7402
"68017",0.4151,-1.1349
"68018",1.1594,0.00479999999999997
"68020",-0.4308,-0.6094
"68021",-1.3386,-0.9672
"68023",1.4337,2.1491
"68024",-1.0026,-0.2847
"68026",-1.78595,-1.8493
"68027",-1.0169,-0.6889
"68031",0.451766666666667,0.837733333333333
"68032",-0.7501,-0.11455
"68033",-1.1873,-1.0136
"68034",1.526,0.6673
"68035",-0.19,-1.0311
"68036",-0.33784,-0.36642
"68038",1.17155,0.6763
"68039",-1.6956,-2.4916
"68040",-1.34745,-0.15
"68041",0.4456,0.4582
"68043",-0.556475,-0.077275
"68044",-2.3276,-0.0827
"68045",0.8812,1.0244
"68046",0.0245,-0.5734
"68047",0.2226,-0.4753
"68048",-0.345425,0.14575
"68051",-0.0621,0.09675
"68053",1.735,1.2493
"68054",-1.0033,-0.7551
"68055",-0.0196,0.2738
"68058",0.4903,-0.6626
"68059",-0.0924666666666667,0.4384
"68066",-0.274325,-0.4762
"68067",0.0656,0.1461
"68070",-0.260275,-0.0779
"68073",-1.6432,-1.4823
"68074",-0.0452,-0.4971
"68075",0.745,0.6271
"68077",0.27785,-0.02735
"68079",0.21635,0.2327
"68080",0.2075,0.8309
"68082",-2.0904,-0.91485
"68083",1.395,-0.09255
"68087",0.6389,-0.8675
"68089",0.2504,-0.1317
"68090",-0.4862,-0.4075
"68092",-0.378833333333333,-0.0144333333333334
"68094",1.0399,0.7789
"68095",0.1617,-0.65655
"68097",-0.88215,-0.70355
"68098",0.4328,0.6882
"68099",-0.4167,-0.3347
"68106",-0.0591,0.2
"68107",-0.24765,-0.46095
"68108",-1.752,-0.8048
"68112",0.0710333333333333,-0.310533333333333
"68114",-1.4015,-1.0066
"68115",0.3784,0.52305
"68117",-1.124,-1.1624
"68118",0.0772,0.2696
"68119",-0.3058,-0.302
"68121",0.3788,0.50635
"68126",-0.34356,0.21086
"68127",1.0007,0.2378
"68128",0.0691,-0.5955
"68134",-0.0346,0.2429
"68135",1.1435,0.81595
"68137",0.8333,0.473
"68140",-0.3831,0.0064
"68142",1.4635,1.18035
"68144",-0.0342,-0.0282
"68145",-0.2985,-0.53835
"68146",-1.30015,0.18225
"68147",0.7312,1.1351
"68149",-0.81355,-0.79465
"68151",-0.161866666666667,0.945366666666667
"68152",-0.436,0.0376
"68153",0.5998,2.1901
"68159",1.4611,1.064
"68161",1.035025,0.505625
"68162",-0.3152,-0.3307
"68166",0.197733333333333,0.548366666666667
"68169",-0.6602,-0.83485
"68170",-0.44185,0.27995
"68171",1.7826,0.8698
"68172",0.1263,0.2235
"68173",-1.475,-0.5984
"68174",-0.5389,-0.2533
"68175",0.7352,0.5291
"68176",-1.5085,-2.4013
"68177",0.6659,0.5166
"68178",-0.0185,0.488825
"68180",-0.915,0.2292
"68183",-0.02445,0.6271
"68184",2.8613,0.5008
"68187",-0.269625,0.515725
"68188",-0.9672,-1.3284
"68189",0.1374,-1.1312
"68192",0.89715,1.13305
"68193",0.458,0.0656
"68196",-0.11365,1.60005
"68197",-1.71316666666667,-0.756566666666667
"68198",-1.43793333333333,-1.23733333333333
"68201",-0.75,-1.0991
"68202",-0.66845,-0.03155
"68203",0.1691,-0.029
"68205",-0.592875,-0.590575
"68209",-1.2097,-0.69035
"68212",-1.0276,0.3674
"68214",-0.1458,0.1557
"68215",-0.3749,1.0908
"68219",1.033,0.9049
"68221",-0.1652,0.2543
"68222",-1.2813,-0.8677
"68224",0.3447,-0.2646
"68226",0.44975,0.76065
"68229",0.24625,-0.1418
"68232",0.21,0.396
"68233",-1.6767,0.0555
"68235",-0.26175,0.06515
"68238",0.1957,0.0178
"68239",0.06205,0.6496
"68240",-0.6517,-0.6822
"68241",-0.4284,-1.0857
"68243",-0.0317,-0.2435
"68250",-1.1066,-0.608
"68251",-2.3257,-1.5823
"68259",-0.99275,0.37445
"68260",0.4127,0.9689
"68262",-1.4572,-0.27925
"68263",-0.3058,0.0397
"68265",-0.55715,0.80525
"68267",0.4033,-0.8613
"68268",-0.5793,0.1856
"68270",-1.8414,-1.41345
"68271",1.2669,1.2348
"68272",-1.91885,-1.08215
"68273",0.0995,-0.0539
"68274",-1.1508,0.3238
"68275",0.7686,0.5228
"68276",-0.3945,-0.6581
"68277",0.0162,0.5221
"68278",-2.4407,-2.427625
"68279",-0.7546,-0.2749
"68281",0.0053,1.0156
"68283",0.6511,-0.01585
"68285",0.8755,-0.02945
"68291",-1.6498,0.5301
"68292",0.04175,-0.1562
"68294",-2.3758,-4.0601
"68295",-0.688666666666667,-0.451266666666667
"68298",0.1353,-0.5858
"68299",0.0378,0.431033333333333
"68303",-0.410566666666667,-0.314833333333333
"68304",1.1438,1.4859
"68306",-0.464,-0.5972
"68307",-0.6368,-0.5264
"68310",-0.2232,0.5905
"68311",-1.8378,-0.8965
"68312",0.2551,-0.1425
"68314",-0.2029,0.497
"68323",0.20595,0.113
"68327",0.7081,1.27775
"68328",-0.5394,0.2262
"68332",0.3433,-0.1454
"68337",2.3136,0.4618
"68338",-0.6828,-0.4893
"68339",-0.0160666666666667,-0.292833333333333
"68342",-1.8025,-0.3361
"68344",-0.1702,0.20605
"68346",1.30416666666667,0.301866666666667
"68347",-0.4794,-0.35165
"68348",0.7755,0.0919
"68349",-0.4549,0.8781
"68350",-0.8712,-0.13585
"68352",0.6148,1.264
"68354",0.1455,0.7749
"68355",-0.3211,-0.5925
"68364",0.6009,-0.016
"68365",0.42146,0.37568
"68366",-0.69475,-0.76565
"68371",-0.2583,-0.1845
"68375",-1.1035,-0.9573
"68379",0.3595,-0.522
"68385",0.70265,0.1797
"68386",0.4653,0.8563
"68393",-1.8757,-1.5667
"68394",-0.42645,0.2871
"68396",-1.9921,-2.1417
"68401",0.7895,1.2776
"68402",-1.8308,-0.8795
"68404",2.8881,-0.5556
"68416",1.8214,0.38275
"68420",-0.2642,-0.1564
"68421",1.95403333333333,1.2191
"68423",0.30875,0.0341
"68427",-3.4393,-1.8285
"68428",-0.0652666666666666,0.220233333333333
"68431",-0.7481,-0.9172
"68440",0.1467,-1.1502
"68441",2.1807,2.0664
"68444",-0.2381,0.2623
"68449",0.2812,0.1582
"68453",0.8177,0.9694
"68458",-0.7051,-0.4285
"68460",1.4655,1.2573
"68463",-1.2436,-1.1145
"68465",0.6804,-0.0795
"68468",-0.433366666666667,0.1242
"68469",-0.2124,1.8425
"68472",-0.154,1.5523
"68473",0.4275,-0.1312
"68475",-1.0546,-1.4046
"68477",0.84955,-0.98695
"68479",-0.8825,1.1487
"68480",-0.3757,-0.2983
"68481",0.05815,-1.1663
"68484",0.1095,-0.9889
"68487",3.6233,0.3121
"68490",-0.3391,-0.3092
"68493",1.521,1.34015
"68497",-0.6637,0.36775
"68498",-1.462275,-0.987025
"68499",0.2284,1.173
"68500",0.6068,-0.5497
"68501",0.5037,0.8601
"68505",0.546066666666667,0.821333333333333
"68507",-0.819066666666667,-0.544666666666667
"68509",-0.6618,-0.252
"68510",-0.72485,-1.72905
"68511",0.33945,0.82085
"68512",-0.9183,-1.0634
"68514",-3.5848,0.0621
"68515",-0.92375,-0.33385
"68519",-0.3447,-0.3666
"68520",1.25135,0.9557
"68521",-0.5158,0.6551
"68523",-0.8861,-0.5869
"68524",0.9431,-0.8144
"68525",1.063,-0.1926
"68526",-0.061,-0.2217
"68527",-0.04235,0.49375
"68528",-3.2664,-0.4649
"68531",1.9995,1.5272
"68533",0.8843,0.19
"68537",-1.9127,-1.01166666666667
"68539",-1.004725,-1.228325
"68544",0.2315,-0.0775
"68545",0.8719,-0.6869
"68549",-0.2691,0.0481
"68550",-0.257,-0.6328
"68552",0.0110333333333333,-0.772833333333333
"68553",0.65445,0.86465
"68554",-0.4964,-0.2752
"68556",-0.6159,-0.7762
"68558",0.1377,-0.31065
"68559",0.10245,-0.1241
"68563",0.055,-1.2042
"68564",0.4958,0.581733333333333
"68565",-0.2841,-0.2386
"68566",-0.0425,0.9476
"68567",-0.278,0.8139
"68572",-0.559,-1.02895
"68576",-1.73795,-1.04995
"68581",-0.74042,0.0543
"68585",0.1738,0.437666666666667
"68588",-1.2769,-2.3066
"68591",0.0414,-1.6866
"68592",-0.7483,0.9966
"68597",0.15575,-0.1911
"68598",-0.6342,0.60895
"68603",-0.6235,-0.0066
"68606",-0.13755,-0.19585
"68607",0.09015,-0.2194
"68611",-1.07076666666667,-1.2833
"68612",-2.6523,0.6333
"68614",0.34775,-0.2299
"68616",-1.9774,0.6368
"68617",0.72105,0.4265
"68618",-1.5512,-1.4369
"68625",0.4307,1.1079
"68626",-0.208266666666667,-0.4572
"68628",-0.68465,-1.0889
"68631",-0.283,-0.69165
"68632",0.266225,0.102675
"68634",-0.5482,0.5595
"68636",0.4676,0.6177
"68642",0.2778,-0.00405
"68644",-1.534,-0.96485
"68646",0.065,0.143475
"68652",0.08245,0.2592
"68653",-1.0066,-0.9176
"68655",-0.2071,-0.4996
"68659",0.25305,-0.35455
"68662",-1.3794,-0.6137
"68666",0.1321,-0.9867
"68667",0.2892,0.0657
"68668",0.9234,0.5242
"68671",-1.3483,-1.9686
"68673",0.0301,0.2691
"68675",0.4397,0.5405
"68678",0.557,-0.998
"68680",0.2148,0.8122
"68682",1.57426666666667,0.345366666666667
"68686",0.0936,-0.4656
"68691",-0.3646,-0.907233333333333
"68692",-1.2322,0.8097
"68693",-0.5269,0.31575
"68695",0.9105,0.5705
"68701",-0.6287,1.0057
"68703",0.6613,-0.1808
"68705",0.711,0.5994
"68708",-1.7144,-1.3255
"68709",-0.0597,0.1956
"68713",0.9269,0.6641
"68718",-1.9681,-2.0124
"68720",0.9663,1.264
"68721",-0.9267,-0.48135
"68723",2.1441,0.4808
"68724",-0.7565,-0.8551
"68725",0.8379,-0.6109
"68728",-2.956,-2.0328
"68729",-0.0403,0.3221
"68730",0.7494,0.05935
"68731",-0.486,-0.767
"68732",0.1805,-0.184
"68734",0.2474,0.10555
"68735",-0.2272,-0.3378
"68736",0.5624,0.9878
"68737",0.4461,1.2073
"68738",0.0884,0.1983
"68740",1.7386,-1.1783
"68742",-1.0639,-0.4881
"68743",0.18665,0.9351
"68744",-0.1449,-1.2044
"68750",0.549225,1.0613
"68753",0.4223,-0.2694
"68755",-0.187125,-0.370125
"68758",-0.7101,-0.469
"68760",0.1573,0.0580333333333333
"68763",-0.8221,-1.3327
"68764",-0.9279,0.1471
"68767",0.14185,0.65285
"68768",-0.5474,0.0917
"68770",0.58325,0.3979
"68774",2.1099,0.57205
"68775",0.1354,-0.2418
"68776",1.5173,1.6684
"68777",-2.0781,-0.6076
"68778",-1.114,-1.2852
"68789",1.4516,1.1165
"68790",-0.632,0.4809
"68792",0.3008,0.349
"68794",0.2069,1.04045
"68795",-0.0688,0.2001
"68796",-1.4543,-0.53515
"68797",-1.304,-1.3318
"68799",-0.00707999999999999,0.32058
"68800",0.5754,2.303
"68801",-0.4791,-0.24555
"68802",-0.76565,-0.35405
"68808",-0.3148,-0.3337
"68810",-1.204,0.5608
"68813",0.362,0.471033333333333
"68815",0.3428,-0.4904
"68816",-1.4728,-0.41
"68818",-0.0825,-1.0145
"68828",-0.0463666666666667,0.0154333333333333
"68832",-0.546333333333333,-0.366666666666667
"68833",0.1908,0.22
"68836",0.00763333333333334,-0.274833333333333
"68837",-1.08685,-0.8921
"68839",0.2808,0.0541
"68841",0.38,-0.1242
"68842",0.567766666666667,0.569566666666667
"68845",-0.4826,-0.62135
"68846",1.0314,-0.2545
"68852",-0.397,-1.489
"68854",-0.11,-0.3222
"68857",-0.1375,0.107166666666667
"68859",-0.0028,-0.2921
"68861",0.41885,0.87045
"68865",0.20075,-0.3563
"68867",-4.0427,-1.8665
"68870",0.5078,0.7944
"68875",-0.9718,-0.80775
"68876",0.2508,0.5135
"68877",-0.65265,-1.59
"68879",-1.0088,-1.01815
"68880",-1.4541,0.6633
"68888",-0.3387,-1.03995
"68889",0.1954,-0.52925
"68891",0.3531,1.2566
"68895",-1.4618,-1.4726
"68897",-0.6454,-1.0439
"68904",0.13686,-0.16514
"68910",-0.312333333333333,-0.147033333333333
"68911",-0.6576,-1.0713
"68915",-0.17065,-0.5369
"68916",0.9607,1.1302
"68917",-0.8095,-0.6504
"68920",0.2874,-0.2941
"68922",-0.36245,0.2147
"68925",-0.218566666666667,-0.7161
"68926",-1.437,-1.4103
"68927",-0.4463,-0.0436
"68929",0.1309,1.5794
"68936",0.3734,-0.4944
"68938",-1.1896,-1.332
"68939",1.085,0.3204
"68941",0.666,1.9042
"68942",0.65065,0.68725
"68943",-0.3633,-0.1973
"68944",-0.7173,-0.4855
"68947",0.423,-0.5134
"68948",0.3618,-0.0734
"68949",1.0706,0.0232
"68952",-0.61235,-1.22555
"68953",0.0034,1.0535
"68955",0.546866666666667,-0.613966666666667
"68957",-1.0948,-1.1968
"68961",-1.1881,-0.9581
"68964",0.250433333333333,0.239833333333333
"68966",1.435,1.44155
"68968",0.6512,1.3581
"68969",1.1257,0.6642
"68970",0.348366666666667,0.103366666666667
"68971",1.0719,0.8318
"68972",-0.8277,-1.1176
"68975",0.2909,0.6838
"68977",1.406525,1.007775
"68979",0.0111666666666667,-0.3409
"68980",0.64855,0.711
"68981",-0.217766666666667,0.280733333333333
"68982",-1.3994,-0.1659
"68986",1.4545,0.8242
"68988",-1.0304,0.3826
"68991",-1.1388,-0.2446
"68992",0.2612,0.3984
"68995",0.3796,1.284
"68999",-1.02575,0.0677
"69008",0.1089,0.8189
"69009",-1.14256666666667,-1.3646
"69017",0.6987,-0.4516
"69019",-0.1019,-0.0324666666666666
"69020",0.1136,-1.90945
"69024",-1.6724,0.5899
"69028",-1.6693,-1.6326
"69029",-1.0671,-0.719
"69030",0.4779,0.9348
"69032",-2.3278,-2.0735
"69034",-0.7321,-1.0054
"69035",-0.419775,-0.16145
"69036",0.865766666666667,0.5852
"69038",-1.19605,-1.16465
"69042",-0.9237,-1.2342
"69047",-3.5212,-1.0677
"69048",1.4775,2.2012
"69049",-0.3354,-0.6749
"69050",-0.6006,0.28
"69051",-1.1389,-0.9545
"69053",-0.22555,-0.3673
"69055",0.1841,1.2418
"69060",1.65275,1.0762
"69062",-0.6255,-0.5685
"69064",-1.5518,-0.7966
"69065",0.0168,0.2173
"69066",-0.3941,-0.2662
"69068",-1.27385,-0.8344
"69069",0.6204,0.5341
"69071",0.96,0.488
"69072",-1.5202,-0.0431
"69073",-0.7944,-0.17205
"69076",-1.0654,-0.5921
"69077",0.966575,0.8985
"69080",-0.39436,-0.82562
"69082",0.652866666666667,1.12056666666667
"69083",0.7622,0.0816
"69085",-0.0014,-0.2702
"69086",0.0122,0.0489
"69089",0.190766666666667,-0.129
"69090",0.1934,1.0622
"69091",-0.487466666666667,0.00510000000000001
"69094",-0.42,-0.6271
"69097",0.4354,1.9256
"69101",0.6775,0.9573
"69104",-0.0578,0.5728
"69106",1.8841,0.2463
"69108",-0.438375,0.09225
